MasterYear,Form Number,District,OperatorNumber,DateofLoss,Type_Company_Cd,County,LeaseNumber,Gasident,CommNbr,TypeLiquid,GrossLoss,Recovered,NetLoss,Facility,CauseofLoss,Remedy,Corrected_Report,Water,WaterName,Location,Remarks,LeaseName,FieldNumber,Into_Water,Unique_ID
2009,64,8A,APACHE CORPORATION,2009-01-13,Producer,HOCKLEY,60242,0,0,Crude,15,0,15,Flow Line,Other,Repaired Existing Equipment,False,,,YELLOWHOUSE UNIT WELL #110,(FIRETRUCK DROVE OVER FLOWLINE DURING FIRE)REMEDIATION IN PROGRESS,YELLOWHOUSE UNIT,YELLOWHOUSE,False,117628
2009,45,03,ANADARKO E&P COMPANY LP,2009-01-13,Producer,STARR,24231,0,0,Crude,20,16,4,Other,Equipment Failure,Other,False,,,WELL #1 PRODUCTION PAD,"VACUUMED FREE FLUIDS, REMEDIATED SOIL.","HANCOCK-HANCOCK ""A""",GIDDINGS (AUSTIN CHALK-3),False,117609
2009,41,09,"TEPPCO CRUDE OIL, LLC",2009-01-13,Transporter,YOUNG,0,0,0,Crude,30,20,10,Flow Line,Equipment Failure,Other,False,,,LAT 33 DEGREES 08.27 N LONG 96 DEGREES 07.12W,VACUUMED FREE FLUID. SOIL REMEDIATED.,HARWELL GAS UNIT NO. 1-A,NO FIELD NAME,False,117605
2009,66,8A,CENTURION PIPELINE L.P.,2009-01-13,Transporter,GAINES,0,0,0,Crude,9,5,4,Pump Station or Terminal,Corrosion - Rust,Other,False,,,"SECTION 22, BLOCK A22, PSL",BLENDED WITH CLEAN SOIL TO LESS THAN 1%,SHAFTER LAKE /SAN ANDRES/ UNIT,NO FIELD NAME,False,117630
2009,198,8A,APACHE CORPORATION,2009-01-14,Producer,DAWSON,67464,0,0,Crude,115,95,20,Tank Battery,Human Error - Other,Other,False,,,CENTRAL TANK BATTERY. PAINTER MCDOUGAL.,FREE FLUID RECOVERED. SOIL REMEDIATED AND BEING TESTED.,PAINTER-MCDOUGAL UNIT,TEX-HAMON (FUSSELMAN),False,117762
2009,67,08,"CHESAPEAKE OPERATING, INC.",2009-01-15,Producer,ECTOR,6960,0,0,Crude,70,60,10,Tank Battery,Equipment Failure,Other,False,,,N31.947308 & W102.760409,SOIL REMEDIATED BY EXCAVATING AND BLENDING AREA,ALMA,TXL (ELLENBURGER),False,117631
2009,308,08,PLAINS PIPELINE L.P.,2009-01-16,Transporter,CRANE,0,0,0,Crude,180,160,20,Pump Station or Terminal,Corrosion - Rust,Other,False,,,GPS: N 31.51071 W 102.64852,SOIL REMEDIATION PLAN IN PROGRESS,SEMINOLE SAN ANDRES UNIT,NO FIELD NAME,False,117872
2009,115,8A,OXY USA WTP LP,2009-01-16,Producer,GAINES,66714,0,0,Crude,55,53,2,Tank Battery,Equipment Failure,Other,False,,,T.E. SPARKS STB,FREE FLUID VACUUMED. SOIL REMEDIATION PLAN IN PROGRESS.,"SPARKS, T. E.","JENKINS, NORTH (CLEAR FORK)",False,117679
2009,497,8A,APACHE CORPORATION,2009-01-17,Producer,HOCKLEY,6169,0,0,Crude,10,5,5,Flow Line,Corrosion - Rust,Other,False,,,"WELL 56, STEEL BURIED FLOWLINE",FREE FLUID RECOVERED. BLENDED SOIL FOR REMEDIATION.,"ELLWOOD ""A""",SMYER,False,118061
2009,294,08,COG OPERATING LLC,2009-01-18,Producer,ANDREWS,21679,0,0,Crude,60,50,10,Tank Battery,Equipment Failure,Abandoned,False,,,"SECTION 5, BLOCK 46, PSLA SURV.",REPAIR FLOWLINE AND SCRAPE DIRT AND REMEDIATED ON SITE.,DEEP ROCK ET AL -A-,SHAFTER LAKE (SAN ANDRES),False,117858
2009,6,7C,COG OPERATING LLC,2009-01-19,Producer,UPTON,16723,0,0,Crude,10,8,2,Other,Company Human Error,Other,False,,,"SECTION 23, BLOCK Y, TC RR CO",SQUEEGEED TOP SOIL&USED BACKHOE FOR REMEDIATION.SITE REMEDIATED,LYNCH30,SPRABERRY (TREND AREA),False,117570
2009,380,09,"UPDA OPERATORS, INC.",2009-01-19,Producer,ARCHER,26491,0,0,Crude,48,28,20,Tank Battery,Equipment Failure,Other,False,,,"SEC. 18, BLK. 1 H&TC SURVEY",REMOVED CONTAMINATED SOIL W/BACKHOE AND REMEDIATED AREA.,"MAHLER ""A""",MAHLER (CADDO),False,117944
2009,21,6E,"BASA RESOURCES, INC.",2009-01-20,Producer,UPTON,4746,0,0,Crude,140,120,20,Tank Battery,Other,Other,False,,,A+121 LUCINDA WILLIAMS,BATTERY CAUGHT FIRE. ALL FLUIDS REMOVED AND SOIL REMEDIATED.,DIANA153,NO FIELD NAME,False,117585
2009,26,08,APACHE CORPORATION,2009-01-21,Producer,ANDREWS,9162,0,0,Crude,6,5,1,Other,Equipment Failure,Repaired Existing Equipment,False,,,NORTH SATELLITE STORGE SYSTEM,BACKHOED SOIL AND REPLACED FLOAT CONTROL IN FLOW TANK.REMEDIATED. ,MIDLAND FARMS -AJ-,FASKEN (PENN.),False,117590
2009,114,08,KINDER MORGAN WINK PIPELINE LLC,2009-01-21,Transporter,CULBERSON,0,0,0,Crude,761,710,51,Pump Station or Terminal,Equipment Failure,Other,False,,,"GUADALUOE STATION, SEC.11, BLK 63T2S,T&P RR CO.",VACUUMED FREE FLUIDS.SOIL REMEDIATION IN PROGRESS,"BROOKS, R.C. GU",NO FIELD NAME,False,117678
2009,79,08,EXXON MOBIL CORPORATION,2009-01-22,Producer,ANDREWS,1770,0,0,Crude,7,2,5,Flow Line,Equipment Failure,Other,False,,,"SECTION 17, BLCOK 13, SURVEY UTL",FREE FLUID PICKED UP AND SOIL REMEDIATED.,FULLERTON CLEARFORK UNIT,FULLERTON,False,117643
2009,77,05,ANADARKO E&P COMPANY LP,2009-01-22,Producer,ROBERTSON,23378,0,0,Crude,50,49,1,Tank Battery,Corrosion - Rust,Repaired Existing Equipment,False,,,30.76917 LAT -96.54277 LON,ALL FREE FLUID WILL BE VACUUMED AND TAKS WILL BE REPAIRED.,FAIRWAY /JAMES LIME/ UNIT,NO FIELD NAME,False,117641
2009,65,08,APACHE CORPORATION,2009-01-22,Producer,ANDREWS,20587,0,0,Crude,10,8,2,Pipe Line,Equipment Failure,Repaired Existing Equipment,False,,,SHAFTER LAKE UNIT SATELLITE 87,LINE REPLACED. VACUUMED FREE FLUID &SOIL REMEDIATION IN PROGRESS,SHAFTER LAKE /SAN ANDRES/ UNIT,SHAFTER LAKE (SAN ANDRES),False,117629
2009,14,03,APACHE CORPORATION,2009-01-22,Producer,BRAZOS,22210,0,0,Crude,17,17,0,Tank Battery,Equipment Failure,Other,False,,,CARRABBA BROTHERS LSE.,"VACUUMED FREE FLUID, SOIL REMEDIATED.",CARRABBA BROTHERS UNIT,GIDDINGS (AUSTIN CHALK-3),False,117578
2009,40,05,TENISON OIL COMPANY,2009-01-22,Producer,HENDERSON,0,84483,0,Crude,106,32,74,Tank Battery,Equipment Failure,Repaired Existing Equipment,False,,,5MI. SOUTH FROM TRINIDAD H&T CRR A-368,FIXED HOLE IN TANK. RECOVERED FREE FLUID REMAINING PUT IN FIREWALL,HARWELL GAS UNIT NO. 1-A,"TRINIDAD, S. (RODESSA)",False,117604
2009,148,7B,"EOG RESOURCES, INC.",2009-01-22,Producer,PALO PINTO,0,221871,0,Crude,100,65,35,Other,Equipment Failure,Other,False,,,N/A -WILLINGHAM SWD,SOIL REMOVED AND BEING BIOREMEDIATED AT SITE.,"OBERTHIER, R. C. ET. AL.",NO FIELD NAME,False,117712
2009,502,08,ENERGEN RESOURCES CORPORATION,2009-01-22,Producer,MARTIN,16295,0,0,Crude,20,0,20,Tank Battery,Equipment Failure,Other,False,,,BATTERY BLK 37 SEC 38 T&P RR CO,SHUT IN PRODUCTION AND FIRE DEPT. PUT OUT FIRE.,"OLDHAM, IDA MAE, -D-",SPRABERRY (TREND AREA),False,118066
2009,199,08,ATLAS PIPELINE MID-CONTINENT LLC,2009-01-23,Transporter,GLASSCOCK,0,0,0,Crude,17,10,7,Other,Corrosion - Rust,Abandoned,False,,,"SECTION 20, BLOCK 35 T5S, T&P RR SURVEY",LINE WAS CLAMPED AND SOIL REMEDIATION IN PROGRESS.,PAINTER-MCDOUGAL UNIT,NO FIELD NAME,False,117763
2009,15,01,"LEWIS PETRO PROPERTIES, INC.",2009-01-23,Producer,LA SALLE,0,211702,0,Gas Well Liquid,120,80,40,Other,Equipment Failure,Other,False,,,"SECTION 26, SURVEY T&NO RR CO/MARTIN, M",VACUUMED FREE FLUID. SOIL REMEDIATED.,"CRISP, WILLARD E. 26",ATLEE (OLMOS),False,117579
2009,31,10,ARRINGTON PRODUCTION COMPANY,2009-01-23,Producer,CARSON,5349,0,0,Crude,40,30,10,Tank Battery,Corrosion - Rust,Repaired Existing Equipment,False,,,"SEC. 64, BLK 4, I&GN SURVEY",CLEANED UP SOIL AND SET NEW TANK BATTERY,ARRINGTON RANCH,PANHANDLE CARSON COUNTY FIELD,False,117595
2009,24,10,ARRINGTON PRODUCTION COMPANY,2009-01-23,Producer,CARSON,5349,0,0,Crude,40,30,10,Tank Battery,Corrosion - Rust,Repaired Existing Equipment,False,,,"SECTION 64, BLOCK 4, I&GN SURVEY",CLEANED UP OIL AND SET NEW TANK BATTERY.,ARRINGTON RANCH,PANHANDLE CARSON COUNTY FIELD,False,117588
2009,356,08,MERIT ENERGY COMPANY,2009-01-23,Producer,MARTIN,2905,0,0,Crude,25,20,5,Flow Line,Equipment Failure,Abandoned,False,Creek,BEALSCREEK,DODGE 78 FLOWLINE,PIPELINE REPAIRED. VACUUMED FREE FLUIDS. REMEDIATED CREEK.,"DODGE, GRANVILLE M., EST.","IATAN, EAST HOWARD",False,117920
2009,553,08,ENERGEN RESOURCES CORPORATION,2009-01-25,Producer,HOWARD,2908,0,0,Crude,20,17,3,Tank Battery,Corrosion - Rust,Other,False,,,SEC. 12 BLK 30 T-1-A T&P RR CO,REPAIRED LEAK AND PICKED UP FLUIDS,"BELL, A. M.","IATAN, EAST HOWARD",False,118116
2009,60,10,"ADAMS AFFILIATES, INC.",2009-01-26,Producer,POTTER,3850,0,0,Crude,160,0,160,Tank Battery,Other,Repaired Existing Equipment,False,,,SECTION 28 BLOCK 0-18 D&P SURVEY,(FIRE) VACUUMED FREE FLUID. REBUILT TANK. SOIL REMEDIATED.,BIVINS,PANHANDLE (RED CAVE),False,117624
2009,32,10,CHEVRON U. S. A. INC.,2009-01-27,Producer,WHEELER,0,187201,0,Gas Well Liquid,5,4,1,Other,Other,Other,False,,,"SEC. 21, BLK L, J.M. LINDSAY SURVEY; 35 23 17.41N; 100 5 14.71W",PICKED UP FREE FLUID. SOIL REMEDIATED.,"LEDBETTER, RUTH",MILLS RANCH (DES MOINES),False,117596
2009,626,08,OK ARENA OPERATING COMPANY,2009-01-27,Producer,ANDREWS,10704,0,0,Crude,15,11,4,Other,Equipment Failure,Other,False,,,"SEC. 1, BLK A-41 PSL",VACUUMED FREE FLUID AND REMEDIATED AREA.,"MUNGER-NIX ""1""",FUHRMAN-MASCHO,False,118189
2009,53,7C,"PLAINS MARKETING, L.P.",2009-01-28,Transporter,IRION,0,0,0,Crude,20,2,18,Other,Human Error - Other,Other,False,,,GPS: N 31.2585 W 101.2363,"SOIL REMEDIATED. FACILITTY:ROCKER B""QQ"" TO ROCKER B""EE"" 3-INCH","UNIVERSITY ""12-12""",NO FIELD NAME,False,117617
2009,7,7C,"SOUTHWEST ROYALTIES, INC.",2009-01-28,Producer,UPTON,0,198185,0,Gas Well Liquid,130,0,130,Tank Battery,Equipment Failure,Repaired Existing Equipment,False,,,"SECTION 104, BLOCK D, CCSD & RGNG",TANK TO BE REPAIRED.REMEDIATION PLAN IN PROGRESS.,"WINDHAM, ELIZABETH",AMACKER-TIPPETT (DEVONIAN),False,117571
2009,33,10,APACHE CORPORATION,2009-01-28,Producer,WHEELER,0,219025,0,Crude,100,60,40,Tank Battery,Equipment Failure,Other,False,,,SIDNEY 1-2 SEC 2 AB&M,SOIL WAS TILLED AND TURNED. SITE REMEDIATED.,SIDNEY,STILES RANCH (GRANITE WASH CONS),False,117597
2009,554,08,ENERGEN RESOURCES CORPORATION,2009-01-28,Producer,MARTIN,36758,0,0,Crude,10,7,3,Stuffing Box,Equipment Failure,Other,False,,,WHITTEN WELL #9-3 SEC. 9 BLK 37 T-1-S T&P RR CO.,REPAIRED STUFFING BOX AND PICKED UP FREE LIQUIDS.,"WHITTEN ""9""",SPRABERRY (TREND AREA),False,118117
2009,586,8A,XTO ENERGY INC.,2009-01-28,Producer,GAINES,5190,0,0,Crude,325,300,25,Tank Battery,Corrosion - Rust,Other,False,,,"SEC. 492, BLK G, CCSD & RGNG SURVEY",FREE FLUID RECOVERED AND SOIL REMEDIATED ON SITE.,FOSTER PETROLEUM CORP.,"RUSSELL, NORTH (DEVONIAN)",False,118149
2009,625,08,OK ARENA OPERATING COMPANY,2009-01-28,Producer,ANDREWS,28341,0,0,Crude,30,25,5,Stuffing Box,Equipment Failure,Other,False,,,SEC. 18 BLK. A-47 PSL,VACUUMED FREE FLUID AND REMEDIATED SOIL..,MUNGER NIX,FUHRMAN-MASCHO,False,118188
2009,433,08,OK ARENA OPERATING COMPANY,2009-01-28,Producer,ANDREWS,26788,0,0,Crude,15,12,3,Flow Line,Other,Other,False,,,SEC 20 BLK A-41 PSL,VACUUMED FREE FLUID AND SOIL REMEDIATED.,LEONA -D-,FUHRMAN-MASCHO,False,117997
2009,437,08,OXY USA WTP LP,2009-01-28,Producer,ECTOR,15427,0,0,Crude,30,20,10,Other,Equipment Failure,Other,False,,,SEC 39 BLK 43 T-I-S T&P RR CO SVY,PICKED UP FLUID AND REMEDIATED SOIL,JOHNSON GBSA UNIT,JOHNSON,False,118001
2009,12,6E,DANMARK OPERATING COMPANY LLC,2009-01-29,Producer,HARRISON,6030,0,0,Crude,20,16,4,Other,Equipment Failure,Other,False,Creek,CREEK,WAKELAND SURVEY,SOIL AND AREA WERE REMIDIATED.CREEK RUNS TO LAKE DAVERNIA,"TOOKE, A. (P-H)",EAST TEXAS,False,117576
2009,34,10,D & D EQUIPMENT COMPANY,2009-01-29,Other,HANSFORD,0,0,0,Gas Well Liquid,5,0,5,Pipe Line,Equipment Failure,Other,False,,,"SECTION 9, BLOCK 1, SURVEY PSL",SOIL REMEDIATED.,SIDNEY,NO FIELD NAME,False,117598
2009,152,04,"FLOURNOY OIL & GAS, INC.",2009-01-29,Producer,NUECES,2571,0,0,Products,2400,2400,0,Tank Battery,Equipment Failure,Other,False,,,"SECTION 7, VILLAREAL E SURVEY, ABSTRACT A-1 (HOPKINS ROAD)",VACUUMED FREE FLUID.,WEIL C,"SAXET, DEEP",False,117716
2009,612,08,"PIONEER NATURAL RES. USA, INC.",2009-01-29,Producer,MIDLAND,34142,0,0,Crude,10,9,1,Tank Battery,Equipment Failure,Other,False,,,"N32 00'11.5"" & W101 56'15.5""",ON SITE REMEDIATION PLAN IN PROGRESS.,KING -D-,SPRABERRY (TREND AREA),False,118175
2009,432,08,OK ARENA OPERATING COMPANY,2009-01-29,Producer,ANDREWS,21365,0,0,Crude,30,25,5,Flow Line,Equipment Failure,Other,False,,,"SEC 5, BLK 10 U.T. LANDS",VACUUM FREE FLUID. SOIL REMEDIATED.,SOUTH FUHRMAN MASCHO UNIT,FUHRMAN-MASCHO,False,117996
2009,427,08,APACHE CORPORATION,2009-01-29,Producer,CRANE,20377,0,0,Crude,10,10,0,Tank Battery,Corrosion - Rust,Abandoned,False,,,N MCELROY CENTRAL BATTERY,LINE WAS REPLACED AND SOIL WILL BE BLENDED TO MEET RRC GUIDLINE.,NORTH MCELROY UNIT,MCELROY,False,117991
2009,200,08,CENTURION PIPELINE L.P.,2009-01-30,Transporter,WARD,0,0,0,Crude,35,30,5,Other,Corrosion - Rust,Other,False,,,"SECTION 11, BLCOK 16, UNIVERSITY LANDS",BLENDED WITH CLEAN SOIL TO LESS THAN 1%.,PAINTER-MCDOUGAL UNIT,NO FIELD NAME,False,117764
2009,19,7C,"MARINER ENERGY, INC.",2009-01-31,Producer,REAGAN,5148,0,0,Crude,75,73,2,Tank Battery,Equipment Failure,Repaired Existing Equipment,False,,,"SECTION 13-1/2, BLCOK A, GC&SF SURVEY",VACUUMED AREA. REPLACED PIPING. REMEDIATION PLAN IN PROGRESS.,MCMASTER,SPRABERRY (TREND AREA),False,117583
2009,4,06,GOODRICH PETROLEUM COMPANY,2009-01-31,Producer,PANOLA,0,153458,0,Crude,8,8,0,Tank Battery,Human Error - Other,Other,False,,,"W.T. ENGLISH, ABS 188","VACUUMED FREE FLUID, SHUT IN FLOWING LINE. SITE REMEDIATED.",BRITTON GAS UNIT,"BRACHFIELD, S.E. (COTTON VALLEY)",False,117568
2009,572,08,"PIONEER NATURAL RES. USA, INC.",2009-02-01,Producer,MIDLAND,18187,0,0,Crude,15,14,1,Flow Line,Equipment Failure,Other,False,,,"N31 48' 47.700"" & W101 55'9.180""",SOIL REMEDIATION PLAN IN PROGRESS,SHACKELFORD SPRABERRY UNIT,SPRABERRY (TREND AREA),False,118135
2009,22,06,"COMSTOCK OIL & GAS, LP",2009-02-02,Producer,RUSK,0,222612,0,Gas Well Liquid,1,0,1,Tank Battery,Act of God,Other,False,,,BLUEFORD BELL A-77,"LIGHTNING STRUCK TANK, FIRE CONTAINED TO TANK NO RELEASE OF FLUIDS","CHRISTIAN, C.O.",OAK HILL (COTTON VALLEY),False,117586
2009,203,08,OK ARENA OPERATING COMPANY,2009-02-03,Producer,ANDREWS,38974,0,0,Crude,240,190,50,Valve,Other,Other,False,,,SECTION 12 BLOKC 10 UNIVERSITY OF TEXAS LANDS,"COW OPENED CASING VALVE. VACUUMED FREE FLUID,REMDEATING SOIL.",UNIVERSITY 21A,FUHRMAN-MASCHO,False,117767
2009,295,08,COG OPERATING LLC,2009-02-03,Producer,ANDREWS,19655,0,0,Crude,42,40,2,Pipe Line,Equipment Failure,Other,False,,,"SECTION 13, BLOCK 13 UL",PICKED UP FREE FLUID. WAITING ON REMEDIATION PLAN.,UNIVERSITY -F-,SHAFTER LAKE (CLEAR FORK),False,117859
2009,13,7C,ST. MARY LAND & EXPLORATION CO.,2009-02-03,Producer,UPTON,15818,0,0,Crude,50,47,3,Tank Battery,Equipment Failure,Other,False,,,"SECTION 46, BLOCK 42, T-4-S, T&P RR. CO.",VACUUMED FREE FLUIDS. SOIL REMEDIATION PLAN IN PROGRESS,KIRA,SPRABERRY (TREND AREA),False,117577
2009,8,7B,SOJOURNER DRILLING CORPORATION,2009-02-04,Producer,JONES,29038,0,0,Crude,10,8,2,Other,Equipment Failure,Other,False,,,"SECTION 8, M.E.P. &P. RR.",VACUUMING FREE FLUID AND AREATE SOIL. REMEDIATION PLAN IN PROGRESS,HUFFMYER,"TWO POINTS LEFT (CANYON, UP.)",False,117572
2009,35,10,APACHE CORPORATION,2009-02-04,Producer,WHEELER,0,212668,0,Crude,30,0,30,Tank Battery,Company Human Error,Other,False,,,STILES 5-3 SEC. 3 BLOCK A3 H&GN,SOIL TILLED AND TURNED. SITE REMEDIATED.,STILES 3,STILES RANCH (GRANITE WASH CONS),False,117599
2009,20,7C,COG OPERATING LLC,2009-02-04,Producer,UPTON,16448,0,0,Crude,10,5,5,Other,Equipment Failure,Other,False,,,"SECTION 153, BLOCK E, CCSD & RGNG RR CO",PICKED UP FREE OIL. WILL LOOK AT A REMEDIATION PLAN.,DIANA153,SPRABERRY (TREND AREA),False,117584
2009,358,8A,OCCIDENTAL PERMIAN LTD.,2009-02-04,Producer,YOAKUM,62541,0,0,Crude,7,0,7,Tank Battery,Corrosion - Rust,Other,False,,,"SATELLITE G (JOHN H GIBSON, BLK D SEC 805.",REMEDIATION PLAN IN PROGRESS,GIBSON UNIT,WASSON 72,False,117922
2009,304,08,PLAINS PIPELINE L.P.,2009-02-05,Transporter,CRANE,0,0,0,Crude,50,45,5,Tank Battery,Corrosion - Rust,Other,False,,,GPS N 31.51071 W 102.64852,SOIL REMEDIATION PLAN IN PROGRESS,SEMINOLE SAN ANDRES UNIT,NO FIELD NAME,False,117868
2009,69,08,HENRY RESOURCES LLC,2009-02-05,Producer,MARTIN,38385,0,0,Crude,10,5,5,Flow Line,Human Error - Other,Other,False,,,"SECTION 32, BLOCK 40. T&P RR CO.",PICKED UP OIL AND SCRAPPED. DELINEATION SAMPLES TAKEN,CASSELMAN,SPRABERRY (TREND AREA),False,117633
